asset,curr,gran,high,rfc3339
BTC,EUR,Hour,37208.25,2021-08-07T05:00:00Z
BTC,EUR,Hour,37363.5,2021-08-07T06:00:00Z
BTC,EUR,Hour,37266.37,2021-08-07T07:00:00Z
BTC,EUR,Hour,37280.31,2021-08-07T08:00:00Z
BTC,EUR,Hour,37499.87,2021-08-07T09:00:00Z
BTC,EUR,Hour,37688.95,2021-08-07T10:00:00Z
BTC,EUR,Hour,37769.3,2021-08-07T11:00:00Z
BTC,EUR,Hour,37858.39,2021-08-07T12:00:00Z
BTC,EUR,Hour,37574.43,2021-08-07T13:00:00Z
BTC,EUR,Hour,37360.0,2021-08-07T14:00:00Z
BTC,EUR,Hour,37505.33,2021-08-07T15:00:00Z
BTC,EUR,Hour,37429.25,2021-08-07T16:00:00Z
BTC,EUR,Hour,37705.46,2021-08-07T17:00:00Z
BTC,EUR,Hour,37379.24,2021-08-07T18:00:00Z
BTC,EUR,Hour,37508.26,2021-08-07T19:00:00Z
BTC,EUR,Hour,37917.14,2021-08-07T20:00:00Z
BTC,EUR,Hour,37870.82,2021-08-07T21:00:00Z
BTC,EUR,Hour,37725.57,2021-08-07T22:00:00Z
BTC,EUR,Hour,38065.35,2021-08-07T23:00:00Z
BTC,EUR,Hour,38430.83,2021-08-08T00:00:00Z
BTC,EUR,Hour,38409.53,2021-08-08T01:00:00Z
BTC,EUR,Hour,37997.11,2021-08-08T02:00:00Z
BTC,EUR,Hour,37834.69,2021-08-08T03:00:00Z
BTC,EUR,Hour,38204.04,2021-08-08T04:00:00Z
BTC,EUR,Hour,38216.21,2021-08-08T05:00:00Z
BTC,EUR,Hour,38749.39,2021-08-08T06:00:00Z
BTC,EUR,Hour,38853.22,2021-08-08T07:00:00Z
BTC,EUR,Hour,38727.3,2021-08-08T08:00:00Z
BTC,EUR,Hour,38461.98,2021-08-08T09:00:00Z
BTC,EUR,Hour,38700.0,2021-08-08T10:00:00Z
BTC,EUR,Hour,38361.88,2021-08-08T11:00:00Z
BTC,EUR,Hour,38379.33,2021-08-08T12:00:00Z
BTC,EUR,Hour,38885.86,2021-08-08T13:00:00Z
BTC,EUR,Hour,38723.35,2021-08-08T14:00:00Z
BTC,EUR,Hour,38040.53,2021-08-08T15:00:00Z
BTC,EUR,Hour,38059.5,2021-08-08T16:00:00Z
BTC,EUR,Hour,37864.09,2021-08-08T17:00:00Z
BTC,EUR,Hour,37702.49,2021-08-08T18:00:00Z
BTC,EUR,Hour,37589.88,2021-08-08T19:00:00Z
BTC,EUR,Hour,37692.98,2021-08-08T20:00:00Z
BTC,EUR,Hour,37844.96,2021-08-08T21:00:00Z
BTC,EUR,Hour,38235.2,2021-08-08T22:00:00Z
BTC,EUR,Hour,38337.05,2021-08-08T23:00:00Z
BTC,EUR,Hour,37928.17,2021-08-09T00:00:00Z
BTC,EUR,Hour,37293.37,2021-08-09T01:00:00Z
BTC,EUR,Hour,37192.66,2021-08-09T02:00:00Z
BTC,EUR,Hour,37491.59,2021-08-09T03:00:00Z
BTC,EUR,Hour,37532.66,2021-08-09T04:00:00Z
BTC,EUR,Hour,37633.78,2021-08-09T05:00:00Z
BTC,EUR,Hour,37607.72,2021-08-09T06:00:00Z
BTC,EUR,Hour,37501.17,2021-08-09T07:00:00Z
BTC,EUR,Hour,37751.66,2021-08-09T08:00:00Z
BTC,EUR,Hour,37718.68,2021-08-09T09:00:00Z
BTC,EUR,Hour,38810.0,2021-08-09T10:00:00Z
BTC,EUR,Hour,39540.64,2021-08-09T11:00:00Z
BTC,EUR,Hour,39669.9,2021-08-09T12:00:00Z
BTC,EUR,Hour,39423.69,2021-08-09T13:00:00Z
BTC,EUR,Hour,39131.95,2021-08-09T14:00:00Z
BTC,EUR,Hour,39435.44,2021-08-09T15:00:00Z
BTC,EUR,Hour,39600.13,2021-08-09T16:00:00Z
BTC,EUR,Hour,39575.78,2021-08-09T17:00:00Z
BTC,EUR,Hour,39601.08,2021-08-09T18:00:00Z
BTC,EUR,Hour,39916.18,2021-08-09T19:00:00Z
BTC,EUR,Hour,39784.74,2021-08-09T20:00:00Z
BTC,EUR,Hour,39400.27,2021-08-09T21:00:00Z
BTC,EUR,Hour,39679.21,2021-08-09T22:00:00Z
BTC,EUR,Hour,39929.44,2021-08-09T23:00:00Z
BTC,EUR,Hour,39935.5,2021-08-10T00:00:00Z
BTC,EUR,Hour,39675.4,2021-08-10T01:00:00Z
BTC,EUR,Hour,39660.62,2021-08-10T02:00:00Z
BTC,EUR,Hour,39747.93,2021-08-10T03:00:00Z
BTC,EUR,Hour,39426.44,2021-08-10T04:00:00Z
BTC,EUR,Hour,39309.64,2021-08-10T05:00:00Z
BTC,EUR,Hour,39363.36,2021-08-10T06:00:00Z
BTC,EUR,Hour,39366.85,2021-08-10T07:00:00Z
BTC,EUR,Hour,39714.01,2021-08-10T08:00:00Z
BTC,EUR,Hour,39887.1,2021-08-10T09:00:00Z
BTC,EUR,Hour,39715.0,2021-08-10T10:00:00Z
BTC,EUR,Hour,39268.87,2021-08-10T11:00:00Z
BTC,EUR,Hour,39280.2,2021-08-10T12:00:00Z
BTC,EUR,Hour,39742.54,2021-08-10T13:00:00Z
BTC,EUR,Hour,39396.7,2021-08-10T14:00:00Z
BTC,EUR,Hour,39298.14,2021-08-10T15:00:00Z
BTC,EUR,Hour,39129.96,2021-08-10T16:00:00Z
BTC,EUR,Hour,38870.0,2021-08-10T17:00:00Z
BTC,EUR,Hour,39150.0,2021-08-10T18:00:00Z
BTC,EUR,Hour,39261.49,2021-08-10T19:00:00Z
BTC,EUR,Hour,39411.78,2021-08-10T20:00:00Z
BTC,EUR,Hour,39455.7,2021-08-10T21:00:00Z
BTC,EUR,Hour,39510.13,2021-08-10T22:00:00Z
BTC,EUR,Hour,39288.81,2021-08-10T23:00:00Z
BTC,EUR,Hour,39409.36,2021-08-11T00:00:00Z
BTC,EUR,Hour,39585.75,2021-08-11T01:00:00Z
BTC,EUR,Hour,39656.14,2021-08-11T02:00:00Z
BTC,EUR,Hour,39285.08,2021-08-11T03:00:00Z
BTC,EUR,Hour,39429.15,2021-08-11T04:00:00Z
BTC,EUR,Hour,39523.08,2021-08-11T05:00:00Z
BTC,EUR,Hour,39738.41,2021-08-11T06:00:00Z
BTC,EUR,Hour,40016.22,2021-08-11T07:00:00Z
BTC,EUR,Hour,40290.87,2021-08-11T08:00:00Z
BTC,EUR,Hour,40073.53,2021-08-11T09:00:00Z
BTC,EUR,Hour,39993.99,2021-08-11T10:00:00Z
BTC,EUR,Hour,39908.62,2021-08-11T11:00:00Z
BTC,EUR,Hour,39868.23,2021-08-11T12:00:00Z
BTC,EUR,Hour,39861.75,2021-08-11T13:00:00Z
BTC,EUR,Hour,40117.08,2021-08-11T14:00:00Z
BTC,EUR,Hour,40353.54,2021-08-11T15:00:00Z
BTC,EUR,Hour,40307.76,2021-08-11T16:00:00Z
BTC,EUR,Hour,40189.16,2021-08-11T17:00:00Z
BTC,EUR,Hour,40296.5,2021-08-11T18:00:00Z
BTC,EUR,Hour,40139.65,2021-08-11T19:00:00Z
BTC,EUR,Hour,40306.33,2021-08-11T20:00:00Z
BTC,EUR,Hour,40138.86,2021-08-11T21:00:00Z
BTC,EUR,Hour,40228.88,2021-08-11T22:00:00Z
BTC,EUR,Hour,39761.02,2021-08-11T23:00:00Z
BTC,EUR,Hour,39543.54,2021-08-12T00:00:00Z
BTC,EUR,Hour,39700.63,2021-08-12T01:00:00Z
BTC,EUR,Hour,39881.55,2021-08-12T02:00:00Z
BTC,EUR,Hour,40040.05,2021-08-12T03:00:00Z
BTC,EUR,Hour,39827.77,2021-08-12T04:00:00Z
BTC,EUR,Hour,39525.23,2021-08-12T05:00:00Z
BTC,EUR,Hour,39150.01,2021-08-12T06:00:00Z
BTC,EUR,Hour,39187.98,2021-08-12T07:00:00Z
BTC,EUR,Hour,39282.13,2021-08-12T08:00:00Z
BTC,EUR,Hour,39240.0,2021-08-12T09:00:00Z
BTC,EUR,Hour,39355.91,2021-08-12T10:00:00Z
BTC,EUR,Hour,39327.38,2021-08-12T11:00:00Z
BTC,EUR,Hour,38875.82,2021-08-12T12:00:00Z
BTC,EUR,Hour,38725.76,2021-08-12T13:00:00Z
BTC,EUR,Hour,38623.43,2021-08-12T14:00:00Z
BTC,EUR,Hour,38295.35,2021-08-12T15:00:00Z
BTC,EUR,Hour,38302.75,2021-08-12T16:00:00Z
BTC,EUR,Hour,38039.36,2021-08-12T17:00:00Z
BTC,EUR,Hour,38175.27,2021-08-12T18:00:00Z
BTC,EUR,Hour,38575.26,2021-08-12T19:00:00Z
BTC,EUR,Hour,38522.62,2021-08-12T20:00:00Z
BTC,EUR,Hour,38624.85,2021-08-12T21:00:00Z
BTC,EUR,Hour,38343.75,2021-08-12T22:00:00Z
BTC,EUR,Hour,38093.32,2021-08-12T23:00:00Z
BTC,EUR,Hour,38506.77,2021-08-13T00:00:00Z
BTC,EUR,Hour,38626.9,2021-08-13T01:00:00Z
BTC,EUR,Hour,39885.0,2021-08-13T07:00:00Z
BTC,EUR,Hour,40012.88,2021-08-13T08:00:00Z
BTC,EUR,Hour,39991.94,2021-08-13T09:00:00Z
BTC,EUR,Hour,40048.02,2021-08-13T10:00:00Z
BTC,EUR,Hour,40076.92,2021-08-13T11:00:00Z
BTC,EUR,Hour,39943.54,2021-08-13T12:00:00Z
BTC,EUR,Hour,40159.22,2021-08-13T13:00:00Z
BTC,EUR,Hour,40184.61,2021-08-13T14:00:00Z
BTC,EUR,Hour,39962.85,2021-08-13T15:00:00Z
BTC,EUR,Hour,39800.19,2021-08-13T16:00:00Z
BTC,EUR,Hour,39934.71,2021-08-13T17:00:00Z
BTC,EUR,Hour,39940.16,2021-08-13T18:00:00Z
BTC,EUR,Hour,40000.72,2021-08-13T19:00:00Z
BTC,EUR,Hour,39978.71,2021-08-13T20:00:00Z
BTC,EUR,Hour,40926.02,2021-08-13T21:00:00Z
BTC,EUR,Hour,40847.0,2021-08-13T22:00:00Z
BTC,EUR,Hour,40789.76,2021-08-13T23:00:00Z
BTC,EUR,Hour,40963.12,2021-08-14T00:00:00Z
BTC,EUR,Hour,40877.1,2021-08-14T01:00:00Z
BTC,EUR,Hour,40781.94,2021-08-14T02:00:00Z
BTC,EUR,Hour,40753.69,2021-08-14T03:00:00Z
BTC,EUR,Hour,40753.51,2021-08-14T04:00:00Z
BTC,EUR,Hour,40710.4,2021-08-14T05:00:00Z
BTC,EUR,Hour,40755.11,2021-08-14T06:00:00Z
BTC,EUR,Hour,40765.0,2021-08-14T07:00:00Z
BTC,EUR,Hour,40883.61,2021-08-14T08:00:00Z
BTC,EUR,Hour,40861.48,2021-08-14T09:00:00Z
BTC,EUR,Hour,40406.06,2021-08-14T10:00:00Z
BTC,EUR,Hour,39950.0,2021-08-14T11:00:00Z
BTC,EUR,Hour,40173.65,2021-08-14T12:00:00Z
BTC,EUR,Hour,40044.74,2021-08-14T13:00:00Z
BTC,EUR,Hour,40083.81,2021-08-14T14:00:00Z
BTC,EUR,Hour,40317.59,2021-08-14T15:00:00Z
BTC,EUR,Hour,40369.75,2021-08-14T16:00:00Z
BTC,EUR,Hour,40285.0,2021-08-14T17:00:00Z
BTC,EUR,Hour,40229.39,2021-08-14T18:00:00Z
BTC,EUR,Hour,40200.34,2021-08-14T19:00:00Z
BTC,EUR,Hour,40450.48,2021-08-14T20:00:00Z
BTC,EUR,Hour,40158.94,2021-08-14T21:00:00Z
BTC,EUR,Hour,40409.84,2021-08-14T22:00:00Z
BTC,EUR,Hour,40235.7,2021-08-14T23:00:00Z
BTC,EUR,Hour,40445.8,2021-08-15T00:00:00Z
BTC,EUR,Hour,40455.27,2021-08-15T01:00:00Z
BTC,EUR,Hour,40402.65,2021-08-15T02:00:00Z
BTC,EUR,Hour,40454.11,2021-08-15T03:00:00Z
BTC,EUR,Hour,40176.42,2021-08-15T04:00:00Z
BTC,EUR,Hour,40062.07,2021-08-15T05:00:00Z
BTC,EUR,Hour,39983.22,2021-08-15T06:00:00Z
BTC,EUR,Hour,39853.72,2021-08-15T07:00:00Z
BTC,EUR,Hour,39318.63,2021-08-15T08:00:00Z
BTC,EUR,Hour,39393.29,2021-08-15T09:00:00Z
BTC,EUR,Hour,39677.08,2021-08-15T10:00:00Z
BTC,EUR,Hour,39614.8,2021-08-15T11:00:00Z
BTC,EUR,Hour,39588.8,2021-08-15T12:00:00Z
BTC,EUR,Hour,39493.23,2021-08-15T13:00:00Z
BTC,EUR,Hour,39717.67,2021-08-15T14:00:00Z
BTC,EUR,Hour,39605.92,2021-08-15T15:00:00Z
BTC,EUR,Hour,39780.96,2021-08-15T16:00:00Z
BTC,EUR,Hour,39569.0,2021-08-15T17:00:00Z
BTC,EUR,Hour,39561.86,2021-08-15T18:00:00Z
BTC,EUR,Hour,39800.0,2021-08-15T19:00:00Z
BTC,EUR,Hour,39840.87,2021-08-15T20:00:00Z
BTC,EUR,Hour,40150.0,2021-08-15T21:00:00Z
BTC,EUR,Hour,40212.09,2021-08-15T22:00:00Z
BTC,EUR,Hour,40519.51,2021-08-15T23:00:00Z
BTC,EUR,Hour,40320.53,2021-08-16T00:00:00Z
BTC,EUR,Hour,40823.39,2021-08-16T01:00:00Z
BTC,EUR,Hour,40834.52,2021-08-16T02:00:00Z
BTC,EUR,Hour,41100.0,2021-08-16T03:00:00Z
BTC,EUR,Hour,40622.76,2021-08-16T04:00:00Z
BTC,EUR,Hour,40613.42,2021-08-16T05:00:00Z
BTC,EUR,Hour,40745.45,2021-08-16T06:00:00Z
BTC,EUR,Hour,40592.52,2021-08-16T07:00:00Z
BTC,EUR,Hour,40545.42,2021-08-16T08:00:00Z
BTC,EUR,Hour,40412.39,2021-08-16T09:00:00Z
BTC,EUR,Hour,40457.33,2021-08-16T10:00:00Z
BTC,EUR,Hour,40665.28,2021-08-16T11:00:00Z
BTC,EUR,Hour,40772.61,2021-08-16T12:00:00Z
BTC,EUR,Hour,40605.56,2021-08-16T13:00:00Z
BTC,EUR,Hour,39967.48,2021-08-16T14:00:00Z
BTC,EUR,Hour,39761.83,2021-08-16T15:00:00Z
BTC,EUR,Hour,39909.7,2021-08-16T16:00:00Z
BTC,EUR,Hour,39972.45,2021-08-16T17:00:00Z
BTC,EUR,Hour,39997.0,2021-08-16T18:00:00Z
BTC,EUR,Hour,39957.32,2021-08-16T19:00:00Z
BTC,EUR,Hour,39697.49,2021-08-16T20:00:00Z
BTC,EUR,Hour,39720.35,2021-08-16T21:00:00Z
BTC,EUR,Hour,39703.09,2021-08-16T22:00:00Z
BTC,EUR,Hour,39771.14,2021-08-16T23:00:00Z
BTC,EUR,Hour,39633.64,2021-08-17T00:00:00Z
BTC,EUR,Hour,39505.57,2021-08-17T01:00:00Z
BTC,EUR,Hour,39957.91,2021-08-17T02:00:00Z
BTC,EUR,Hour,40026.26,2021-08-17T03:00:00Z
BTC,EUR,Hour,39978.05,2021-08-17T04:00:00Z
BTC,EUR,Hour,39975.97,2021-08-17T05:00:00Z
BTC,EUR,Hour,39594.09,2021-08-17T06:00:00Z
BTC,EUR,Hour,39435.67,2021-08-17T07:00:00Z
BTC,EUR,Hour,39590.0,2021-08-17T08:00:00Z
BTC,EUR,Hour,39865.88,2021-08-17T09:00:00Z
BTC,EUR,Hour,40389.0,2021-08-17T10:00:00Z
BTC,EUR,Hour,40183.64,2021-08-17T11:00:00Z
BTC,EUR,Hour,40342.39,2021-08-17T12:00:00Z
BTC,EUR,Hour,40190.96,2021-08-17T13:00:00Z
BTC,EUR,Hour,39950.83,2021-08-17T14:00:00Z
BTC,EUR,Hour,39606.06,2021-08-17T15:00:00Z
BTC,EUR,Hour,39473.36,2021-08-17T16:00:00Z
BTC,EUR,Hour,39465.33,2021-08-17T17:00:00Z
BTC,EUR,Hour,39643.58,2021-08-17T18:00:00Z
BTC,EUR,Hour,39574.64,2021-08-17T19:00:00Z
BTC,EUR,Hour,39401.41,2021-08-17T20:00:00Z
BTC,EUR,Hour,39039.32,2021-08-17T21:00:00Z
BTC,EUR,Hour,38774.68,2021-08-17T22:00:00Z
BTC,EUR,Hour,38858.37,2021-08-17T23:00:00Z
BTC,EUR,Hour,38765.08,2021-08-18T00:00:00Z
BTC,EUR,Hour,38869.27,2021-08-18T01:00:00Z
BTC,EUR,Hour,39087.63,2021-08-18T02:00:00Z
BTC,EUR,Hour,38964.97,2021-08-18T03:00:00Z
BTC,EUR,Hour,39057.47,2021-08-18T04:00:00Z
BTC,EUR,Hour,39021.67,2021-08-18T05:00:00Z
BTC,EUR,Hour,39386.67,2021-08-18T06:00:00Z
BTC,EUR,Hour,39382.47,2021-08-18T07:00:00Z
BTC,EUR,Hour,38977.34,2021-08-18T08:00:00Z
BTC,EUR,Hour,39202.08,2021-08-18T09:00:00Z
BTC,EUR,Hour,39287.62,2021-08-18T10:00:00Z
BTC,EUR,Hour,39132.79,2021-08-18T11:00:00Z
BTC,EUR,Hour,38746.3,2021-08-18T12:00:00Z
BTC,EUR,Hour,38983.14,2021-08-18T13:00:00Z
BTC,EUR,Hour,39171.15,2021-08-18T14:00:00Z
BTC,EUR,Hour,39313.0,2021-08-18T15:00:00Z
BTC,EUR,Hour,39661.26,2021-08-18T16:00:00Z
BTC,EUR,Hour,39728.38,2021-08-18T17:00:00Z
BTC,EUR,Hour,39642.23,2021-08-18T18:00:00Z
BTC,EUR,Hour,39318.62,2021-08-18T19:00:00Z
BTC,EUR,Hour,38833.44,2021-08-18T20:00:00Z
BTC,EUR,Hour,38592.47,2021-08-18T21:00:00Z
BTC,EUR,Hour,38654.37,2021-08-18T22:00:00Z
BTC,EUR,Hour,38844.26,2021-08-18T23:00:00Z
BTC,EUR,Hour,38753.86,2021-08-19T00:00:00Z
BTC,EUR,Hour,38992.73,2021-08-19T01:00:00Z
BTC,EUR,Hour,38935.75,2021-08-19T02:00:00Z
BTC,EUR,Hour,38667.05,2021-08-19T03:00:00Z
BTC,EUR,Hour,38337.04,2021-08-19T04:00:00Z
BTC,EUR,Hour,38340.22,2021-08-19T05:00:00Z
BTC,EUR,Hour,38586.86,2021-08-19T06:00:00Z
BTC,EUR,Hour,38531.94,2021-08-19T07:00:00Z
BTC,EUR,Hour,38860.15,2021-08-19T08:00:00Z
BTC,EUR,Hour,38855.57,2021-08-19T09:00:00Z
BTC,EUR,Hour,38895.86,2021-08-19T10:00:00Z
BTC,EUR,Hour,38484.69,2021-08-19T11:00:00Z
BTC,EUR,Hour,38373.62,2021-08-19T12:00:00Z
BTC,EUR,Hour,38629.31,2021-08-19T13:00:00Z
BTC,EUR,Hour,39014.68,2021-08-19T14:00:00Z
BTC,EUR,Hour,39494.99,2021-08-19T15:00:00Z
BTC,EUR,Hour,39720.0,2021-08-19T16:00:00Z
BTC,EUR,Hour,39518.79,2021-08-19T17:00:00Z
BTC,EUR,Hour,39541.35,2021-08-19T18:00:00Z
BTC,EUR,Hour,40205.52,2021-08-19T19:00:00Z
BTC,EUR,Hour,40219.91,2021-08-19T20:00:00Z
BTC,EUR,Hour,39998.01,2021-08-19T21:00:00Z
BTC,EUR,Hour,40021.05,2021-08-19T22:00:00Z
BTC,EUR,Hour,40262.69,2021-08-19T23:00:00Z
BTC,EUR,Hour,40200.0,2021-08-20T00:00:00Z
BTC,EUR,Hour,40503.02,2021-08-20T01:00:00Z
BTC,EUR,Hour,40503.29,2021-08-20T02:00:00Z
BTC,EUR,Hour,40462.47,2021-08-20T03:00:00Z
BTC,EUR,Hour,40421.04,2021-08-20T04:00:00Z
BTC,EUR,Hour,40431.37,2021-08-20T05:00:00Z
BTC,EUR,Hour,40453.53,2021-08-20T06:00:00Z
BTC,EUR,Hour,40458.72,2021-08-20T07:00:00Z
BTC,EUR,Hour,40154.2,2021-08-20T08:00:00Z
BTC,EUR,Hour,40244.37,2021-08-20T09:00:00Z
BTC,EUR,Hour,40502.99,2021-08-20T10:00:00Z
BTC,EUR,Hour,40528.88,2021-08-20T11:00:00Z
BTC,EUR,Hour,40318.8,2021-08-20T12:00:00Z
BTC,EUR,Hour,40516.99,2021-08-20T13:00:00Z
BTC,EUR,Hour,40940.29,2021-08-20T14:00:00Z
BTC,EUR,Hour,41588.92,2021-08-20T15:00:00Z
BTC,EUR,Hour,41711.94,2021-08-20T16:00:00Z
BTC,EUR,Hour,41690.73,2021-08-20T17:00:00Z
BTC,EUR,Hour,41673.95,2021-08-20T18:00:00Z
BTC,EUR,Hour,41454.21,2021-08-20T19:00:00Z
BTC,EUR,Hour,41614.59,2021-08-20T20:00:00Z
BTC,EUR,Hour,41623.18,2021-08-20T21:00:00Z
BTC,EUR,Hour,42204.27,2021-08-20T22:00:00Z
BTC,EUR,Hour,42109.04,2021-08-20T23:00:00Z
BTC,EUR,Hour,42223.94,2021-08-21T00:00:00Z
BTC,EUR,Hour,41862.72,2021-08-21T01:00:00Z
BTC,EUR,Hour,41924.82,2021-08-21T02:00:00Z
BTC,EUR,Hour,41781.69,2021-08-21T03:00:00Z
BTC,EUR,Hour,41832.94,2021-08-21T04:00:00Z
BTC,EUR,Hour,41694.71,2021-08-21T05:00:00Z
BTC,EUR,Hour,41897.34,2021-08-21T06:00:00Z
BTC,EUR,Hour,41840.79,2021-08-21T07:00:00Z
BTC,EUR,Hour,42063.0,2021-08-21T08:00:00Z
BTC,EUR,Hour,41987.6,2021-08-21T09:00:00Z
BTC,EUR,Hour,41940.33,2021-08-21T10:00:00Z
BTC,EUR,Hour,42400.0,2021-08-21T11:00:00Z
BTC,EUR,Hour,41730.77,2021-08-21T12:00:00Z
BTC,EUR,Hour,42384.64,2021-08-21T13:00:00Z
BTC,EUR,Hour,42199.99,2021-08-21T14:00:00Z
BTC,EUR,Hour,42091.68,2021-08-21T15:00:00Z
BTC,EUR,Hour,42244.55,2021-08-21T16:00:00Z
BTC,EUR,Hour,42503.33,2021-08-21T17:00:00Z
BTC,EUR,Hour,42631.12,2021-08-21T18:00:00Z
BTC,EUR,Hour,42489.94,2021-08-21T19:00:00Z
BTC,EUR,Hour,42151.62,2021-08-21T20:00:00Z
BTC,EUR,Hour,42178.07,2021-08-21T21:00:00Z
BTC,EUR,Hour,42374.23,2021-08-21T22:00:00Z
BTC,EUR,Hour,42500.31,2021-08-21T23:00:00Z
BTC,EUR,Hour,42053.3,2021-08-22T00:00:00Z
BTC,EUR,Hour,42141.33,2021-08-22T01:00:00Z
BTC,EUR,Hour,42168.88,2021-08-22T02:00:00Z
BTC,EUR,Hour,41986.84,2021-08-22T03:00:00Z
BTC,EUR,Hour,42005.93,2021-08-22T04:00:00Z
BTC,EUR,Hour,42351.2,2021-08-22T05:00:00Z
BTC,EUR,Hour,42300.0,2021-08-22T06:00:00Z
BTC,EUR,Hour,42277.48,2021-08-22T07:00:00Z
BTC,EUR,Hour,42297.96,2021-08-22T08:00:00Z
BTC,EUR,Hour,42207.47,2021-08-22T09:00:00Z
BTC,EUR,Hour,42300.0,2021-08-22T10:00:00Z
BTC,EUR,Hour,42265.42,2021-08-22T11:00:00Z
BTC,EUR,Hour,42320.33,2021-08-22T12:00:00Z
BTC,EUR,Hour,42108.91,2021-08-22T13:00:00Z
BTC,EUR,Hour,42094.93,2021-08-22T14:00:00Z
BTC,EUR,Hour,41638.27,2021-08-22T15:00:00Z
BTC,EUR,Hour,41921.8,2021-08-22T16:00:00Z
BTC,EUR,Hour,42074.64,2021-08-22T17:00:00Z
BTC,EUR,Hour,42120.01,2021-08-22T18:00:00Z
BTC,EUR,Hour,41921.0,2021-08-22T19:00:00Z
BTC,EUR,Hour,42130.64,2021-08-22T20:00:00Z
BTC,EUR,Hour,41950.66,2021-08-22T21:00:00Z
BTC,EUR,Hour,42114.01,2021-08-22T22:00:00Z
BTC,EUR,Hour,42600.03,2021-08-22T23:00:00Z
BTC,EUR,Hour,42467.07,2021-08-23T00:00:00Z
BTC,EUR,Hour,42506.94,2021-08-23T01:00:00Z
BTC,EUR,Hour,42799.99,2021-08-23T02:00:00Z
BTC,EUR,Hour,42910.76,2021-08-23T03:00:00Z
BTC,EUR,Hour,42963.79,2021-08-23T04:00:00Z
BTC,EUR,Hour,42949.99,2021-08-23T05:00:00Z
BTC,EUR,Hour,42930.0,2021-08-23T06:00:00Z
BTC,EUR,Hour,42913.7,2021-08-23T07:00:00Z
BTC,EUR,Hour,42864.71,2021-08-23T08:00:00Z
BTC,EUR,Hour,42974.33,2021-08-23T09:00:00Z
BTC,EUR,Hour,43050.11,2021-08-23T10:00:00Z
BTC,EUR,Hour,43060.23,2021-08-23T11:00:00Z
BTC,EUR,Hour,43221.79,2021-08-23T12:00:00Z
BTC,EUR,Hour,43090.88,2021-08-23T13:00:00Z
BTC,EUR,Hour,43012.02,2021-08-23T14:00:00Z
BTC,EUR,Hour,42677.41,2021-08-23T15:00:00Z
BTC,EUR,Hour,42579.25,2021-08-23T16:00:00Z
BTC,EUR,Hour,42695.3,2021-08-23T17:00:00Z
BTC,EUR,Hour,42494.93,2021-08-23T18:00:00Z
BTC,EUR,Hour,42523.33,2021-08-23T19:00:00Z
BTC,EUR,Hour,42340.0,2021-08-23T20:00:00Z
BTC,EUR,Hour,42606.49,2021-08-23T21:00:00Z
BTC,EUR,Hour,42603.76,2021-08-23T22:00:00Z
BTC,EUR,Hour,42637.78,2021-08-23T23:00:00Z
BTC,EUR,Hour,42563.41,2021-08-24T00:00:00Z
BTC,EUR,Hour,42374.35,2021-08-24T01:00:00Z
BTC,EUR,Hour,42228.6,2021-08-24T02:00:00Z
BTC,EUR,Hour,42415.45,2021-08-24T03:00:00Z
BTC,EUR,Hour,42490.11,2021-08-24T04:00:00Z
BTC,EUR,Hour,42619.76,2021-08-24T05:00:00Z
BTC,EUR,Hour,42631.28,2021-08-24T06:00:00Z
BTC,EUR,Hour,42781.92,2021-08-24T07:00:00Z
BTC,EUR,Hour,42734.44,2021-08-24T08:00:00Z
BTC,EUR,Hour,42710.52,2021-08-24T09:00:00Z
BTC,EUR,Hour,42658.51,2021-08-24T10:00:00Z
BTC,EUR,Hour,42394.62,2021-08-24T11:00:00Z
BTC,EUR,Hour,42523.42,2021-08-24T12:00:00Z
BTC,EUR,Hour,42444.84,2021-08-24T13:00:00Z
BTC,EUR,Hour,41800.86,2021-08-24T14:00:00Z
BTC,EUR,Hour,41775.25,2021-08-24T15:00:00Z
BTC,EUR,Hour,41459.35,2021-08-24T16:00:00Z
BTC,EUR,Hour,41190.0,2021-08-24T17:00:00Z
BTC,EUR,Hour,41426.05,2021-08-24T18:00:00Z
BTC,EUR,Hour,41550.0,2021-08-24T19:00:00Z
BTC,EUR,Hour,41680.8,2021-08-24T20:00:00Z
BTC,EUR,Hour,41858.97,2021-08-24T21:00:00Z
BTC,EUR,Hour,41538.21,2021-08-24T22:00:00Z
BTC,EUR,Hour,41639.54,2021-08-24T23:00:00Z
BTC,EUR,Hour,41190.0,2021-08-25T00:00:00Z
BTC,EUR,Hour,41433.36,2021-08-25T01:00:00Z
BTC,EUR,Hour,41584.02,2021-08-25T02:00:00Z
BTC,EUR,Hour,41632.11,2021-08-25T03:00:00Z
BTC,EUR,Hour,41509.7,2021-08-25T04:00:00Z
BTC,EUR,Hour,41529.03,2021-08-25T05:00:00Z
BTC,EUR,Hour,41937.16,2021-08-25T06:00:00Z
BTC,EUR,Hour,41786.13,2021-08-25T07:00:00Z
BTC,EUR,Hour,41606.44,2021-08-25T08:00:00Z
BTC,EUR,Hour,40900.0,2021-08-25T09:00:00Z
BTC,EUR,Hour,40860.94,2021-08-25T10:00:00Z
BTC,EUR,Hour,41030.52,2021-08-25T11:00:00Z
BTC,EUR,Hour,41135.58,2021-08-25T12:00:00Z
BTC,EUR,Hour,41387.19,2021-08-25T13:00:00Z
