measure,asset,curr,gran,high,rfc3339
crypto_price,ADA,EUR,Hour,1688.34,2021-04-07T14:00:00Z
crypto_price,ADA,EUR,Hour,1684.57,2021-04-07T15:00:00Z
crypto_price,ADA,EUR,Hour,1668.03,2021-04-07T16:00:00Z
crypto_price,ADA,EUR,Hour,1684.81,2021-04-07T17:00:00Z
crypto_price,ADA,EUR,Hour,1658.93,2021-04-07T18:00:00Z
crypto_price,ADA,EUR,Hour,1660.42,2021-04-07T19:00:00Z
crypto_price,ADA,EUR,Hour,1675.97,2021-04-07T20:00:00Z
crypto_price,ADA,EUR,Hour,1681.47,2021-04-07T21:00:00Z
crypto_price,ADA,EUR,Hour,1688.79,2021-04-07T22:00:00Z
crypto_price,ADA,EUR,Hour,1699.02,2021-04-07T23:00:00Z
crypto_price,ADA,EUR,Hour,1665.79,2021-04-08T00:00:00Z
crypto_price,ADA,EUR,Hour,1681.44,2021-04-08T01:00:00Z
crypto_price,ADA,EUR,Hour,1683.51,2021-04-08T02:00:00Z
crypto_price,ADA,EUR,Hour,1689.12,2021-04-08T03:00:00Z
crypto_price,ADA,EUR,Hour,1690.08,2021-04-08T04:00:00Z
crypto_price,ADA,EUR,Hour,1707.46,2021-04-08T05:00:00Z
crypto_price,ADA,EUR,Hour,1702.14,2021-04-08T06:00:00Z
crypto_price,ADA,EUR,Hour,1707.17,2021-04-08T07:00:00Z
crypto_price,ADA,EUR,Hour,1715.03,2021-04-08T08:00:00Z
crypto_price,ADA,EUR,Hour,1702.19,2021-04-08T09:00:00Z
crypto_price,ADA,EUR,Hour,1691.58,2021-04-08T10:00:00Z
crypto_price,ADA,EUR,Hour,1687.02,2021-04-08T11:00:00Z
crypto_price,ADA,EUR,Hour,1685.04,2021-04-08T12:00:00Z
crypto_price,ADA,EUR,Hour,1709.25,2021-04-08T13:00:00Z
crypto_price,ADA,EUR,Hour,1708.52,2021-04-08T14:00:00Z
crypto_price,ADA,EUR,Hour,1721.3,2021-04-08T15:00:00Z
crypto_price,ADA,EUR,Hour,1739.06,2021-04-08T16:00:00Z
crypto_price,ADA,EUR,Hour,1738.05,2021-04-08T17:00:00Z
crypto_price,ADA,EUR,Hour,1735.78,2021-04-08T18:00:00Z
crypto_price,ADA,EUR,Hour,1742.51,2021-04-08T19:00:00Z
crypto_price,ADA,EUR,Hour,1733.94,2021-04-08T20:00:00Z
crypto_price,ADA,EUR,Hour,1729.0,2021-04-08T21:00:00Z
crypto_price,ADA,EUR,Hour,1726.44,2021-04-08T22:00:00Z
crypto_price,ADA,EUR,Hour,1742.7,2021-04-08T23:00:00Z
crypto_price,ADA,EUR,Hour,1750.22,2021-04-09T00:00:00Z
crypto_price,ADA,EUR,Hour,1760.37,2021-04-09T01:00:00Z
crypto_price,ADA,EUR,Hour,1749.5,2021-04-09T02:00:00Z
crypto_price,ADA,EUR,Hour,1747.04,2021-04-09T03:00:00Z
crypto_price,ADA,EUR,Hour,1747.32,2021-04-09T04:00:00Z
crypto_price,ADA,EUR,Hour,1750.69,2021-04-09T05:00:00Z
crypto_price,ADA,EUR,Hour,1745.97,2021-04-09T06:00:00Z
crypto_price,ADA,EUR,Hour,1746.83,2021-04-09T07:00:00Z
crypto_price,ADA,EUR,Hour,1749.73,2021-04-09T08:00:00Z
crypto_price,ADA,EUR,Hour,1744.38,2021-04-09T09:00:00Z
crypto_price,ADA,EUR,Hour,1750.11,2021-04-09T10:00:00Z
crypto_price,ADA,EUR,Hour,1759.95,2021-04-09T11:00:00Z
crypto_price,ADA,EUR,Hour,1754.98,2021-04-09T12:00:00Z
crypto_price,ADA,EUR,Hour,1752.5,2021-04-09T13:00:00Z
crypto_price,ADA,EUR,Hour,1749.25,2021-04-09T14:00:00Z
crypto_price,ADA,EUR,Hour,1740.82,2021-04-09T15:00:00Z
crypto_price,ADA,EUR,Hour,1738.07,2021-04-09T16:00:00Z
crypto_price,ADA,EUR,Hour,1743.83,2021-04-09T17:00:00Z
crypto_price,ADA,EUR,Hour,1748.27,2021-04-09T18:00:00Z
crypto_price,ADA,EUR,Hour,1750.66,2021-04-09T19:00:00Z
crypto_price,ADA,EUR,Hour,1750.0,2021-04-09T20:00:00Z
crypto_price,ADA,EUR,Hour,1743.83,2021-04-09T21:00:00Z
crypto_price,ADA,EUR,Hour,1747.08,2021-04-09T22:00:00Z
crypto_price,ADA,EUR,Hour,1741.02,2021-04-09T23:00:00Z
crypto_price,ADA,EUR,Hour,1741.81,2021-04-10T00:00:00Z
crypto_price,ADA,EUR,Hour,1742.21,2021-04-10T01:00:00Z
crypto_price,ADA,EUR,Hour,1766.32,2021-04-10T02:00:00Z
crypto_price,ADA,EUR,Hour,1784.3,2021-04-10T03:00:00Z
crypto_price,ADA,EUR,Hour,1802.73,2021-04-10T04:00:00Z
crypto_price,ADA,EUR,Hour,1824.6,2021-04-10T05:00:00Z
crypto_price,ADA,EUR,Hour,1810.9,2021-04-10T06:00:00Z
crypto_price,ADA,EUR,Hour,1804.04,2021-04-10T07:00:00Z
crypto_price,ADA,EUR,Hour,1803.92,2021-04-10T08:00:00Z
crypto_price,ADA,EUR,Hour,1801.2,2021-04-10T09:00:00Z
crypto_price,ADA,EUR,Hour,1806.0,2021-04-10T10:00:00Z
crypto_price,ADA,EUR,Hour,1803.37,2021-04-10T11:00:00Z
crypto_price,ADA,EUR,Hour,1806.24,2021-04-10T12:00:00Z
crypto_price,ADA,EUR,Hour,1791.32,2021-04-10T13:00:00Z
crypto_price,ADA,EUR,Hour,1800.32,2021-04-10T14:00:00Z
crypto_price,ADA,EUR,Hour,1801.43,2021-04-10T15:00:00Z
crypto_price,ADA,EUR,Hour,1806.47,2021-04-10T16:00:00Z
crypto_price,ADA,EUR,Hour,1794.93,2021-04-10T17:00:00Z
crypto_price,ADA,EUR,Hour,1795.17,2021-04-10T18:00:00Z
crypto_price,ADA,EUR,Hour,1789.57,2021-04-10T19:00:00Z
crypto_price,ADA,EUR,Hour,1784.2,2021-04-10T20:00:00Z
crypto_price,ADA,EUR,Hour,1760.23,2021-04-10T21:00:00Z
crypto_price,ADA,EUR,Hour,1778.29,2021-04-10T22:00:00Z
crypto_price,ADA,EUR,Hour,1774.95,2021-04-10T23:00:00Z
crypto_price,ADA,EUR,Hour,1797.29,2021-04-11T00:00:00Z
crypto_price,ADA,EUR,Hour,1785.75,2021-04-11T01:00:00Z
crypto_price,ADA,EUR,Hour,1796.6,2021-04-11T02:00:00Z
crypto_price,ADA,EUR,Hour,1796.5,2021-04-11T03:00:00Z
crypto_price,ADA,EUR,Hour,1790.52,2021-04-11T04:00:00Z
crypto_price,ADA,EUR,Hour,1779.73,2021-04-11T05:00:00Z
crypto_price,ADA,EUR,Hour,1777.91,2021-04-11T06:00:00Z
crypto_price,ADA,EUR,Hour,1785.36,2021-04-11T07:00:00Z
crypto_price,ADA,EUR,Hour,1790.1,2021-04-11T08:00:00Z
crypto_price,ADA,EUR,Hour,1800.48,2021-04-11T09:00:00Z
crypto_price,ADA,EUR,Hour,1798.18,2021-04-11T10:00:00Z
crypto_price,ADA,EUR,Hour,1800.68,2021-04-11T11:00:00Z
crypto_price,ADA,EUR,Hour,1805.27,2021-04-11T12:00:00Z
crypto_price,ADA,EUR,Hour,1798.95,2021-04-11T13:00:00Z
crypto_price,ADA,EUR,Hour,1785.01,2021-04-11T14:00:00Z
crypto_price,ADA,EUR,Hour,1799.93,2021-04-11T15:00:00Z
crypto_price,ADA,EUR,Hour,1804.33,2021-04-11T16:00:00Z
crypto_price,ADA,EUR,Hour,1795.05,2021-04-11T17:00:00Z
crypto_price,ADA,EUR,Hour,1805.3,2021-04-11T18:00:00Z
crypto_price,ADA,EUR,Hour,1805.56,2021-04-11T19:00:00Z
crypto_price,ADA,EUR,Hour,1801.22,2021-04-11T20:00:00Z
crypto_price,ADA,EUR,Hour,1803.6,2021-04-11T21:00:00Z
crypto_price,ADA,EUR,Hour,1795.47,2021-04-11T22:00:00Z
crypto_price,ADA,EUR,Hour,1801.35,2021-04-11T23:00:00Z
crypto_price,ADA,EUR,Hour,1810.51,2021-04-12T00:00:00Z
crypto_price,ADA,EUR,Hour,1796.66,2021-04-12T01:00:00Z
crypto_price,ADA,EUR,Hour,1803.07,2021-04-12T02:00:00Z
crypto_price,ADA,EUR,Hour,1794.18,2021-04-12T03:00:00Z
crypto_price,ADA,EUR,Hour,1803.06,2021-04-12T04:00:00Z
crypto_price,ADA,EUR,Hour,1807.83,2021-04-12T05:00:00Z
crypto_price,ADA,EUR,Hour,1804.23,2021-04-12T06:00:00Z
crypto_price,ADA,EUR,Hour,1837.03,2021-04-12T07:00:00Z
crypto_price,ADA,EUR,Hour,1838.96,2021-04-12T08:00:00Z
crypto_price,ADA,EUR,Hour,1838.98,2021-04-12T09:00:00Z
crypto_price,ADA,EUR,Hour,1802.8,2021-04-12T10:00:00Z
crypto_price,ADA,EUR,Hour,1797.44,2021-04-12T11:00:00Z
crypto_price,ADA,EUR,Hour,1807.7,2021-04-12T12:00:00Z
crypto_price,ADA,EUR,Hour,1810.58,2021-04-12T13:00:00Z
crypto_price,ADA,EUR,Hour,1808.53,2021-04-12T14:00:00Z
crypto_price,ADA,EUR,Hour,1794.74,2021-04-12T15:00:00Z
crypto_price,ADA,EUR,Hour,1785.17,2021-04-12T16:00:00Z
crypto_price,ADA,EUR,Hour,1789.47,2021-04-12T17:00:00Z
crypto_price,ADA,EUR,Hour,1782.6,2021-04-12T18:00:00Z
crypto_price,ADA,EUR,Hour,1800.23,2021-04-12T19:00:00Z
crypto_price,ADA,EUR,Hour,1803.36,2021-04-12T20:00:00Z
crypto_price,ADA,EUR,Hour,1806.57,2021-04-12T21:00:00Z
crypto_price,ADA,EUR,Hour,1803.75,2021-04-12T22:00:00Z
crypto_price,ADA,EUR,Hour,1805.67,2021-04-12T23:00:00Z
crypto_price,ADA,EUR,Hour,1798.7,2021-04-13T00:00:00Z
crypto_price,ADA,EUR,Hour,1811.17,2021-04-13T01:00:00Z
crypto_price,ADA,EUR,Hour,1816.58,2021-04-13T02:00:00Z
crypto_price,ADA,EUR,Hour,1818.34,2021-04-13T03:00:00Z
crypto_price,ADA,EUR,Hour,1814.23,2021-04-13T04:00:00Z
crypto_price,ADA,EUR,Hour,1816.47,2021-04-13T05:00:00Z
crypto_price,ADA,EUR,Hour,1817.87,2021-04-13T06:00:00Z
crypto_price,ADA,EUR,Hour,1821.87,2021-04-13T07:00:00Z
crypto_price,ADA,EUR,Hour,1823.2,2021-04-13T08:00:00Z
crypto_price,ADA,EUR,Hour,1867.69,2021-04-13T09:00:00Z
crypto_price,ADA,EUR,Hour,1862.36,2021-04-13T10:00:00Z
crypto_price,ADA,EUR,Hour,1864.17,2021-04-13T11:00:00Z
crypto_price,ADA,EUR,Hour,1878.86,2021-04-13T12:00:00Z
crypto_price,ADA,EUR,Hour,1870.64,2021-04-13T13:00:00Z
crypto_price,ADA,EUR,Hour,1870.21,2021-04-13T14:00:00Z
crypto_price,ADA,EUR,Hour,1900.52,2021-04-13T15:00:00Z
crypto_price,ADA,EUR,Hour,1912.95,2021-04-13T16:00:00Z
crypto_price,ADA,EUR,Hour,1905.55,2021-04-13T17:00:00Z
crypto_price,ADA,EUR,Hour,1942.41,2021-04-13T18:00:00Z
crypto_price,ADA,EUR,Hour,1906.96,2021-04-13T19:00:00Z
crypto_price,ADA,EUR,Hour,1927.35,2021-04-13T20:00:00Z
crypto_price,ADA,EUR,Hour,1928.73,2021-04-13T21:00:00Z
crypto_price,ADA,EUR,Hour,1913.79,2021-04-13T22:00:00Z
crypto_price,ADA,EUR,Hour,1915.95,2021-04-13T23:00:00Z
crypto_price,ADA,EUR,Hour,1929.26,2021-04-14T00:00:00Z
crypto_price,ADA,EUR,Hour,1924.01,2021-04-14T01:00:00Z
crypto_price,ADA,EUR,Hour,1918.42,2021-04-14T02:00:00Z
crypto_price,ADA,EUR,Hour,1919.95,2021-04-14T03:00:00Z
crypto_price,ADA,EUR,Hour,1964.55,2021-04-14T04:00:00Z
crypto_price,ADA,EUR,Hour,1984.41,2021-04-14T05:00:00Z
crypto_price,ADA,EUR,Hour,1974.28,2021-04-14T06:00:00Z
crypto_price,ADA,EUR,Hour,1998.74,2021-04-14T07:00:00Z
crypto_price,ADA,EUR,Hour,1993.37,2021-04-14T08:00:00Z
crypto_price,ADA,EUR,Hour,1970.72,2021-04-14T09:00:00Z
crypto_price,ADA,EUR,Hour,1963.35,2021-04-14T10:00:00Z
crypto_price,ADA,EUR,Hour,1977.93,2021-04-14T11:00:00Z
crypto_price,ADA,EUR,Hour,2006.05,2021-04-14T12:00:00Z
crypto_price,ADA,EUR,Hour,1976.43,2021-04-14T13:00:00Z
crypto_price,ADA,EUR,Hour,1974.27,2021-04-14T14:00:00Z
crypto_price,ADA,EUR,Hour,1949.37,2021-04-14T15:00:00Z
crypto_price,ADA,EUR,Hour,1972.37,2021-04-14T16:00:00Z
crypto_price,ADA,EUR,Hour,1985.85,2021-04-14T17:00:00Z
crypto_price,ADA,EUR,Hour,1951.76,2021-04-14T18:00:00Z
crypto_price,ADA,EUR,Hour,1957.77,2021-04-14T19:00:00Z
crypto_price,ADA,EUR,Hour,1958.13,2021-04-14T20:00:00Z
crypto_price,ADA,EUR,Hour,1988.2,2021-04-14T21:00:00Z
crypto_price,ADA,EUR,Hour,2030.86,2021-04-14T22:00:00Z
crypto_price,ADA,EUR,Hour,2033.01,2021-04-14T23:00:00Z
crypto_price,ADA,EUR,Hour,2042.01,2021-04-15T00:00:00Z
crypto_price,ADA,EUR,Hour,2023.53,2021-04-15T01:00:00Z
crypto_price,ADA,EUR,Hour,2028.5,2021-04-15T02:00:00Z
crypto_price,ADA,EUR,Hour,2029.38,2021-04-15T03:00:00Z
crypto_price,ADA,EUR,Hour,2073.14,2021-04-15T04:00:00Z
crypto_price,ADA,EUR,Hour,2053.35,2021-04-15T05:00:00Z
crypto_price,ADA,EUR,Hour,2068.47,2021-04-15T06:00:00Z
crypto_price,ADA,EUR,Hour,2062.71,2021-04-15T07:00:00Z
crypto_price,ADA,EUR,Hour,2069.55,2021-04-15T08:00:00Z
crypto_price,ADA,EUR,Hour,2040.39,2021-04-15T09:00:00Z
crypto_price,ADA,EUR,Hour,2051.36,2021-04-15T10:00:00Z
crypto_price,ADA,EUR,Hour,2023.8,2021-04-15T11:00:00Z
crypto_price,ADA,EUR,Hour,2032.84,2021-04-15T12:00:00Z
crypto_price,ADA,EUR,Hour,2041.4,2021-04-15T13:00:00Z
crypto_price,ADA,EUR,Hour,2066.74,2021-04-15T14:00:00Z
crypto_price,ADA,EUR,Hour,2064.7,2021-04-15T15:00:00Z
crypto_price,ADA,EUR,Hour,2068.9,2021-04-15T16:00:00Z
crypto_price,ADA,EUR,Hour,2057.9,2021-04-15T17:00:00Z
crypto_price,ADA,EUR,Hour,2060.84,2021-04-15T18:00:00Z
crypto_price,ADA,EUR,Hour,2067.24,2021-04-15T19:00:00Z
crypto_price,ADA,EUR,Hour,2079.13,2021-04-15T20:00:00Z
crypto_price,ADA,EUR,Hour,2093.87,2021-04-15T21:00:00Z
crypto_price,ADA,EUR,Hour,2092.71,2021-04-15T22:00:00Z
crypto_price,ADA,EUR,Hour,2118.96,2021-04-15T23:00:00Z
crypto_price,ADA,EUR,Hour,2110.9,2021-04-16T00:00:00Z
crypto_price,ADA,EUR,Hour,2124.17,2021-04-16T01:00:00Z
crypto_price,ADA,EUR,Hour,2102.31,2021-04-16T02:00:00Z
crypto_price,ADA,EUR,Hour,2090.9,2021-04-16T03:00:00Z
crypto_price,ADA,EUR,Hour,2095.87,2021-04-16T04:00:00Z
crypto_price,ADA,EUR,Hour,2034.04,2021-04-16T05:00:00Z
crypto_price,ADA,EUR,Hour,2033.1,2021-04-16T06:00:00Z
crypto_price,ADA,EUR,Hour,2028.34,2021-04-16T07:00:00Z
crypto_price,ADA,EUR,Hour,2037.34,2021-04-16T08:00:00Z
crypto_price,ADA,EUR,Hour,2026.04,2021-04-16T09:00:00Z
crypto_price,ADA,EUR,Hour,1996.59,2021-04-16T10:00:00Z
crypto_price,ADA,EUR,Hour,1975.0,2021-04-16T11:00:00Z
crypto_price,ADA,EUR,Hour,1993.44,2021-04-16T12:00:00Z
crypto_price,ADA,EUR,Hour,1989.4,2021-04-16T13:00:00Z
crypto_price,ADA,EUR,Hour,1976.12,2021-04-16T14:00:00Z
crypto_price,ADA,EUR,Hour,2016.52,2021-04-16T15:00:00Z
crypto_price,ADA,EUR,Hour,2040.36,2021-04-16T16:00:00Z
crypto_price,ADA,EUR,Hour,2035.83,2021-04-16T17:00:00Z
crypto_price,ADA,EUR,Hour,2031.6,2021-04-16T18:00:00Z
crypto_price,ADA,EUR,Hour,2036.36,2021-04-16T19:00:00Z
crypto_price,ADA,EUR,Hour,2034.16,2021-04-16T20:00:00Z
crypto_price,ADA,EUR,Hour,2058.5,2021-04-16T21:00:00Z
crypto_price,ADA,EUR,Hour,2054.29,2021-04-16T22:00:00Z
crypto_price,ADA,EUR,Hour,2029.1,2021-04-16T23:00:00Z
crypto_price,ADA,EUR,Hour,2036.99,2021-04-17T00:00:00Z
crypto_price,ADA,EUR,Hour,2065.46,2021-04-17T01:00:00Z
crypto_price,ADA,EUR,Hour,2074.1,2021-04-17T02:00:00Z
crypto_price,ADA,EUR,Hour,2078.59,2021-04-17T03:00:00Z
crypto_price,ADA,EUR,Hour,2081.36,2021-04-17T04:00:00Z
crypto_price,ADA,EUR,Hour,2071.14,2021-04-17T05:00:00Z
crypto_price,ADA,EUR,Hour,2076.49,2021-04-17T06:00:00Z
crypto_price,ADA,EUR,Hour,2066.33,2021-04-17T07:00:00Z
crypto_price,ADA,EUR,Hour,2065.83,2021-04-17T08:00:00Z
crypto_price,ADA,EUR,Hour,2069.16,2021-04-17T09:00:00Z
crypto_price,ADA,EUR,Hour,2039.16,2021-04-17T10:00:00Z
crypto_price,ADA,EUR,Hour,2026.89,2021-04-17T11:00:00Z
crypto_price,ADA,EUR,Hour,2020.15,2021-04-17T12:00:00Z
crypto_price,ADA,EUR,Hour,2024.93,2021-04-17T13:00:00Z
crypto_price,ADA,EUR,Hour,2019.19,2021-04-17T14:00:00Z
crypto_price,ADA,EUR,Hour,2003.16,2021-04-17T15:00:00Z
crypto_price,ADA,EUR,Hour,1970.64,2021-04-17T16:00:00Z
crypto_price,ADA,EUR,Hour,1980.5,2021-04-17T17:00:00Z
crypto_price,ADA,EUR,Hour,1964.69,2021-04-17T18:00:00Z
crypto_price,ADA,EUR,Hour,1992.87,2021-04-17T19:00:00Z
crypto_price,ADA,EUR,Hour,2004.2,2021-04-17T20:00:00Z
crypto_price,ADA,EUR,Hour,2012.99,2021-04-17T21:00:00Z
crypto_price,ADA,EUR,Hour,2014.1,2021-04-17T22:00:00Z
crypto_price,ADA,EUR,Hour,2005.51,2021-04-17T23:00:00Z
crypto_price,ADA,EUR,Hour,1959.4,2021-04-18T00:00:00Z
crypto_price,ADA,EUR,Hour,1931.29,2021-04-18T01:00:00Z
crypto_price,ADA,EUR,Hour,1927.76,2021-04-18T02:00:00Z
crypto_price,ADA,EUR,Hour,1908.8,2021-04-18T03:00:00Z
crypto_price,ADA,EUR,Hour,1862.67,2021-04-18T04:00:00Z
crypto_price,ADA,EUR,Hour,1837.76,2021-04-18T05:00:00Z
crypto_price,ADA,EUR,Hour,1859.8,2021-04-18T06:00:00Z
crypto_price,ADA,EUR,Hour,1869.7,2021-04-18T07:00:00Z
crypto_price,ADA,EUR,Hour,1903.49,2021-04-18T08:00:00Z
crypto_price,ADA,EUR,Hour,1826.1,2021-04-18T09:00:00Z
crypto_price,ADA,EUR,Hour,1793.15,2021-04-18T10:00:00Z
crypto_price,ADA,EUR,Hour,1798.31,2021-04-18T11:00:00Z
crypto_price,ADA,EUR,Hour,1738.09,2021-04-18T12:00:00Z
crypto_price,ADA,EUR,Hour,1770.41,2021-04-18T13:00:00Z
crypto_price,ADA,EUR,Hour,1781.92,2021-04-18T14:00:00Z
crypto_price,ADA,EUR,Hour,1790.65,2021-04-18T15:00:00Z
crypto_price,ADA,EUR,Hour,1813.2,2021-04-18T16:00:00Z
crypto_price,ADA,EUR,Hour,1827.16,2021-04-18T17:00:00Z
crypto_price,ADA,EUR,Hour,1810.43,2021-04-18T18:00:00Z
crypto_price,ADA,EUR,Hour,1832.58,2021-04-18T19:00:00Z
crypto_price,ADA,EUR,Hour,1848.2,2021-04-18T20:00:00Z
crypto_price,ADA,EUR,Hour,1878.14,2021-04-18T21:00:00Z
crypto_price,ADA,EUR,Hour,1873.02,2021-04-18T22:00:00Z
crypto_price,ADA,EUR,Hour,1886.59,2021-04-18T23:00:00Z
crypto_price,ADA,EUR,Hour,1887.1,2021-04-19T00:00:00Z
crypto_price,ADA,EUR,Hour,1899.35,2021-04-19T01:00:00Z
crypto_price,ADA,EUR,Hour,1894.92,2021-04-19T02:00:00Z
crypto_price,ADA,EUR,Hour,1892.79,2021-04-19T03:00:00Z
crypto_price,ADA,EUR,Hour,1908.48,2021-04-19T04:00:00Z
crypto_price,ADA,EUR,Hour,1904.88,2021-04-19T05:00:00Z
crypto_price,ADA,EUR,Hour,1887.5,2021-04-19T06:00:00Z
crypto_price,ADA,EUR,Hour,1900.57,2021-04-19T07:00:00Z
crypto_price,ADA,EUR,Hour,1905.66,2021-04-19T08:00:00Z
crypto_price,ADA,EUR,Hour,1881.18,2021-04-19T09:00:00Z
crypto_price,ADA,EUR,Hour,1868.93,2021-04-19T10:00:00Z
crypto_price,ADA,EUR,Hour,1852.87,2021-04-19T11:00:00Z
crypto_price,ADA,EUR,Hour,1874.64,2021-04-19T12:00:00Z
crypto_price,ADA,EUR,Hour,1860.57,2021-04-19T13:00:00Z
crypto_price,ADA,EUR,Hour,1852.4,2021-04-19T14:00:00Z
crypto_price,ADA,EUR,Hour,1792.9,2021-04-19T15:00:00Z
crypto_price,ADA,EUR,Hour,1750.36,2021-04-19T16:00:00Z
crypto_price,ADA,EUR,Hour,1756.4,2021-04-19T17:00:00Z
crypto_price,ADA,EUR,Hour,1793.56,2021-04-19T18:00:00Z
crypto_price,ADA,EUR,Hour,1813.61,2021-04-19T19:00:00Z
crypto_price,ADA,EUR,Hour,1829.17,2021-04-19T20:00:00Z
crypto_price,ADA,EUR,Hour,1845.0,2021-04-19T21:00:00Z
crypto_price,ADA,EUR,Hour,1842.17,2021-04-19T22:00:00Z
crypto_price,ADA,EUR,Hour,1827.19,2021-04-19T23:00:00Z
crypto_price,ADA,EUR,Hour,1810.85,2021-04-20T00:00:00Z
crypto_price,ADA,EUR,Hour,1751.05,2021-04-20T01:00:00Z
crypto_price,ADA,EUR,Hour,1790.7,2021-04-20T05:00:00Z
crypto_price,ADA,EUR,Hour,1767.29,2021-04-20T06:00:00Z
crypto_price,ADA,EUR,Hour,1726.45,2021-04-20T07:00:00Z
crypto_price,ADA,EUR,Hour,1740.13,2021-04-20T08:00:00Z
crypto_price,ADA,EUR,Hour,1786.45,2021-04-20T09:00:00Z
crypto_price,ADA,EUR,Hour,1784.7,2021-04-20T10:00:00Z
crypto_price,ADA,EUR,Hour,1824.29,2021-04-20T11:00:00Z
crypto_price,ADA,EUR,Hour,1826.1,2021-04-20T12:00:00Z
crypto_price,ADA,EUR,Hour,1822.85,2021-04-20T13:00:00Z
crypto_price,ADA,EUR,Hour,1855.42,2021-04-20T14:00:00Z
crypto_price,ADA,EUR,Hour,1814.53,2021-04-20T15:00:00Z
crypto_price,ADA,EUR,Hour,1829.34,2021-04-20T16:00:00Z
crypto_price,ADA,EUR,Hour,1880.11,2021-04-20T17:00:00Z
crypto_price,ADA,EUR,Hour,1896.47,2021-04-20T18:00:00Z
crypto_price,ADA,EUR,Hour,1911.96,2021-04-20T19:00:00Z
crypto_price,ADA,EUR,Hour,1942.5,2021-04-20T20:00:00Z
crypto_price,ADA,EUR,Hour,1926.72,2021-04-20T21:00:00Z
crypto_price,ADA,EUR,Hour,1952.0,2021-04-20T22:00:00Z
crypto_price,ADA,EUR,Hour,1937.7,2021-04-20T23:00:00Z
crypto_price,ADA,EUR,Hour,1950.41,2021-04-21T00:00:00Z
crypto_price,ADA,EUR,Hour,1903.92,2021-04-21T01:00:00Z
crypto_price,ADA,EUR,Hour,1933.97,2021-04-21T02:00:00Z
crypto_price,ADA,EUR,Hour,1940.49,2021-04-21T03:00:00Z
crypto_price,ADA,EUR,Hour,1912.32,2021-04-21T04:00:00Z
crypto_price,ADA,EUR,Hour,1925.64,2021-04-21T05:00:00Z
crypto_price,ADA,EUR,Hour,1921.93,2021-04-21T06:00:00Z
crypto_price,ADA,EUR,Hour,1929.53,2021-04-21T07:00:00Z
crypto_price,ADA,EUR,Hour,1918.44,2021-04-21T08:00:00Z
crypto_price,ADA,EUR,Hour,1916.85,2021-04-21T09:00:00Z
crypto_price,ADA,EUR,Hour,1919.39,2021-04-21T10:00:00Z
crypto_price,ADA,EUR,Hour,1890.64,2021-04-21T11:00:00Z
crypto_price,ADA,EUR,Hour,1890.54,2021-04-21T12:00:00Z
crypto_price,ADA,EUR,Hour,1974.83,2021-04-21T13:00:00Z
crypto_price,ADA,EUR,Hour,1995.0,2021-04-21T14:00:00Z
crypto_price,ADA,EUR,Hour,2040.26,2021-04-21T15:00:00Z
crypto_price,ADA,EUR,Hour,2039.94,2021-04-21T16:00:00Z
crypto_price,ADA,EUR,Hour,2025.18,2021-04-21T17:00:00Z
crypto_price,ADA,EUR,Hour,2020.39,2021-04-21T18:00:00Z
crypto_price,ADA,EUR,Hour,2008.08,2021-04-21T19:00:00Z
crypto_price,ADA,EUR,Hour,2030.59,2021-04-21T20:00:00Z
crypto_price,ADA,EUR,Hour,2005.56,2021-04-21T21:00:00Z
crypto_price,ADA,EUR,Hour,1976.86,2021-04-21T22:00:00Z
crypto_price,ADA,EUR,Hour,1969.45,2021-04-21T23:00:00Z
crypto_price,ADA,EUR,Hour,1970.1,2021-04-22T00:00:00Z
crypto_price,ADA,EUR,Hour,2012.42,2021-04-22T01:00:00Z
crypto_price,ADA,EUR,Hour,1999.8,2021-04-22T02:00:00Z
crypto_price,ADA,EUR,Hour,2002.08,2021-04-22T03:00:00Z
crypto_price,ADA,EUR,Hour,1999.52,2021-04-22T04:00:00Z
crypto_price,ADA,EUR,Hour,2044.08,2021-04-22T05:00:00Z
crypto_price,ADA,EUR,Hour,2069.96,2021-04-22T06:00:00Z
crypto_price,ADA,EUR,Hour,2061.18,2021-04-22T07:00:00Z
crypto_price,ADA,EUR,Hour,2063.24,2021-04-22T08:00:00Z
crypto_price,ADA,EUR,Hour,2042.01,2021-04-22T09:00:00Z
crypto_price,ADA,EUR,Hour,2077.79,2021-04-22T10:00:00Z
crypto_price,ADA,EUR,Hour,2096.16,2021-04-22T11:00:00Z
crypto_price,ADA,EUR,Hour,2124.46,2021-04-22T12:00:00Z
crypto_price,ADA,EUR,Hour,2127.56,2021-04-22T13:00:00Z
crypto_price,ADA,EUR,Hour,2119.7,2021-04-22T14:00:00Z
crypto_price,ADA,EUR,Hour,2170.61,2021-04-22T15:00:00Z
crypto_price,ADA,EUR,Hour,2183.0,2021-04-22T16:00:00Z
crypto_price,ADA,EUR,Hour,2181.09,2021-04-22T17:00:00Z
crypto_price,ADA,EUR,Hour,2105.27,2021-04-22T18:00:00Z
crypto_price,ADA,EUR,Hour,2118.42,2021-04-22T19:00:00Z
crypto_price,ADA,EUR,Hour,2112.77,2021-04-22T20:00:00Z
crypto_price,ADA,EUR,Hour,1995.1,2021-04-22T21:00:00Z
crypto_price,ADA,EUR,Hour,2010.59,2021-04-22T22:00:00Z
crypto_price,ADA,EUR,Hour,2003.52,2021-04-22T23:00:00Z
