measure,asset,curr,gran,high,rfc3339
crypto_price,ADA,EUR,Hour,728.79,2021-01-03T19:00:00Z
crypto_price,ADA,EUR,Hour,729.83,2021-01-03T20:00:00Z
crypto_price,ADA,EUR,Hour,747.91,2021-01-03T21:00:00Z
crypto_price,ADA,EUR,Hour,752.37,2021-01-03T22:00:00Z
crypto_price,ADA,EUR,Hour,785.41,2021-01-03T23:00:00Z
crypto_price,ADA,EUR,Hour,782.18,2021-01-04T00:00:00Z
crypto_price,ADA,EUR,Hour,773.58,2021-01-04T01:00:00Z
crypto_price,ADA,EUR,Hour,762.86,2021-01-04T02:00:00Z
crypto_price,ADA,EUR,Hour,775.06,2021-01-04T03:00:00Z
crypto_price,ADA,EUR,Hour,811.15,2021-01-04T04:00:00Z
crypto_price,ADA,EUR,Hour,816.88,2021-01-04T05:00:00Z
crypto_price,ADA,EUR,Hour,851.06,2021-01-04T06:00:00Z
crypto_price,ADA,EUR,Hour,863.52,2021-01-04T07:00:00Z
crypto_price,ADA,EUR,Hour,818.07,2021-01-04T08:00:00Z
crypto_price,ADA,EUR,Hour,811.31,2021-01-04T09:00:00Z
crypto_price,ADA,EUR,Hour,793.08,2021-01-04T10:00:00Z
crypto_price,ADA,EUR,Hour,783.71,2021-01-04T11:00:00Z
crypto_price,ADA,EUR,Hour,796.47,2021-01-04T12:00:00Z
crypto_price,ADA,EUR,Hour,829.87,2021-01-04T13:00:00Z
crypto_price,ADA,EUR,Hour,828.8,2021-01-04T14:00:00Z
crypto_price,ADA,EUR,Hour,852.75,2021-01-04T15:00:00Z
crypto_price,ADA,EUR,Hour,854.57,2021-01-04T16:00:00Z
crypto_price,ADA,EUR,Hour,833.78,2021-01-04T17:00:00Z
crypto_price,ADA,EUR,Hour,820.0,2021-01-04T18:00:00Z
crypto_price,ADA,EUR,Hour,833.74,2021-01-04T19:00:00Z
crypto_price,ADA,EUR,Hour,855.0,2021-01-04T20:00:00Z
crypto_price,ADA,EUR,Hour,839.44,2021-01-04T21:00:00Z
crypto_price,ADA,EUR,Hour,822.61,2021-01-04T22:00:00Z
crypto_price,ADA,EUR,Hour,826.47,2021-01-04T23:00:00Z
crypto_price,ADA,EUR,Hour,854.72,2021-01-05T00:00:00Z
crypto_price,ADA,EUR,Hour,895.49,2021-01-05T01:00:00Z
crypto_price,ADA,EUR,Hour,902.93,2021-01-05T02:00:00Z
crypto_price,ADA,EUR,Hour,875.03,2021-01-05T03:00:00Z
crypto_price,ADA,EUR,Hour,826.28,2021-01-05T04:00:00Z
crypto_price,ADA,EUR,Hour,823.06,2021-01-05T05:00:00Z
crypto_price,ADA,EUR,Hour,811.36,2021-01-05T06:00:00Z
crypto_price,ADA,EUR,Hour,833.62,2021-01-05T07:00:00Z
crypto_price,ADA,EUR,Hour,823.5,2021-01-05T08:00:00Z
crypto_price,ADA,EUR,Hour,843.48,2021-01-05T09:00:00Z
crypto_price,ADA,EUR,Hour,850.63,2021-01-05T10:00:00Z
crypto_price,ADA,EUR,Hour,840.77,2021-01-05T11:00:00Z
crypto_price,ADA,EUR,Hour,854.76,2021-01-05T12:00:00Z
crypto_price,ADA,EUR,Hour,845.03,2021-01-05T13:00:00Z
crypto_price,ADA,EUR,Hour,839.81,2021-01-05T14:00:00Z
crypto_price,ADA,EUR,Hour,855.8,2021-01-05T15:00:00Z
crypto_price,ADA,EUR,Hour,864.58,2021-01-05T16:00:00Z
crypto_price,ADA,EUR,Hour,870.85,2021-01-05T17:00:00Z
crypto_price,ADA,EUR,Hour,886.0,2021-01-05T18:00:00Z
crypto_price,ADA,EUR,Hour,880.9,2021-01-05T19:00:00Z
crypto_price,ADA,EUR,Hour,895.56,2021-01-05T20:00:00Z
crypto_price,ADA,EUR,Hour,899.85,2021-01-05T21:00:00Z
crypto_price,ADA,EUR,Hour,887.36,2021-01-05T22:00:00Z
crypto_price,ADA,EUR,Hour,906.71,2021-01-05T23:00:00Z
crypto_price,ADA,EUR,Hour,902.4,2021-01-06T00:00:00Z
crypto_price,ADA,EUR,Hour,882.63,2021-01-06T01:00:00Z
crypto_price,ADA,EUR,Hour,875.74,2021-01-06T02:00:00Z
crypto_price,ADA,EUR,Hour,880.86,2021-01-06T03:00:00Z
crypto_price,ADA,EUR,Hour,880.4,2021-01-06T04:00:00Z
crypto_price,ADA,EUR,Hour,908.89,2021-01-06T05:00:00Z
crypto_price,ADA,EUR,Hour,898.23,2021-01-06T06:00:00Z
crypto_price,ADA,EUR,Hour,909.61,2021-01-06T07:00:00Z
crypto_price,ADA,EUR,Hour,907.0,2021-01-06T08:00:00Z
crypto_price,ADA,EUR,Hour,905.2,2021-01-06T09:00:00Z
crypto_price,ADA,EUR,Hour,896.83,2021-01-06T10:00:00Z
crypto_price,ADA,EUR,Hour,909.04,2021-01-06T11:00:00Z
crypto_price,ADA,EUR,Hour,944.0,2021-01-06T12:00:00Z
crypto_price,ADA,EUR,Hour,936.0,2021-01-06T13:00:00Z
crypto_price,ADA,EUR,Hour,926.05,2021-01-06T14:00:00Z
crypto_price,ADA,EUR,Hour,926.52,2021-01-06T15:00:00Z
crypto_price,ADA,EUR,Hour,942.03,2021-01-06T16:00:00Z
crypto_price,ADA,EUR,Hour,960.63,2021-01-06T17:00:00Z
crypto_price,ADA,EUR,Hour,978.1,2021-01-06T18:00:00Z
crypto_price,ADA,EUR,Hour,975.26,2021-01-06T19:00:00Z
crypto_price,ADA,EUR,Hour,960.88,2021-01-06T20:00:00Z
crypto_price,ADA,EUR,Hour,978.63,2021-01-06T21:00:00Z
crypto_price,ADA,EUR,Hour,961.38,2021-01-06T22:00:00Z
crypto_price,ADA,EUR,Hour,959.14,2021-01-06T23:00:00Z
crypto_price,ADA,EUR,Hour,986.69,2021-01-07T00:00:00Z
crypto_price,ADA,EUR,Hour,974.0,2021-01-07T01:00:00Z
crypto_price,ADA,EUR,Hour,973.18,2021-01-07T02:00:00Z
crypto_price,ADA,EUR,Hour,971.88,2021-01-07T03:00:00Z
crypto_price,ADA,EUR,Hour,984.38,2021-01-07T04:00:00Z
crypto_price,ADA,EUR,Hour,980.87,2021-01-07T05:00:00Z
crypto_price,ADA,EUR,Hour,978.52,2021-01-07T06:00:00Z
crypto_price,ADA,EUR,Hour,975.12,2021-01-07T07:00:00Z
crypto_price,ADA,EUR,Hour,967.55,2021-01-07T08:00:00Z
crypto_price,ADA,EUR,Hour,974.71,2021-01-07T09:00:00Z
crypto_price,ADA,EUR,Hour,984.26,2021-01-07T10:00:00Z
crypto_price,ADA,EUR,Hour,971.45,2021-01-07T11:00:00Z
crypto_price,ADA,EUR,Hour,984.33,2021-01-07T12:00:00Z
crypto_price,ADA,EUR,Hour,1002.08,2021-01-07T13:00:00Z
crypto_price,ADA,EUR,Hour,997.02,2021-01-07T14:00:00Z
crypto_price,ADA,EUR,Hour,1002.5,2021-01-07T15:00:00Z
crypto_price,ADA,EUR,Hour,1025.27,2021-01-07T16:00:00Z
crypto_price,ADA,EUR,Hour,1036.58,2021-01-07T17:00:00Z
crypto_price,ADA,EUR,Hour,1039.0,2021-01-07T18:00:00Z
crypto_price,ADA,EUR,Hour,999.0,2021-01-07T19:00:00Z
crypto_price,ADA,EUR,Hour,1013.01,2021-01-07T20:00:00Z
crypto_price,ADA,EUR,Hour,1017.43,2021-01-07T21:00:00Z
crypto_price,ADA,EUR,Hour,1022.91,2021-01-07T22:00:00Z
crypto_price,ADA,EUR,Hour,1012.28,2021-01-07T23:00:00Z
crypto_price,ADA,EUR,Hour,1000.59,2021-01-08T00:00:00Z
crypto_price,ADA,EUR,Hour,971.83,2021-01-08T01:00:00Z
crypto_price,ADA,EUR,Hour,964.22,2021-01-08T02:00:00Z
crypto_price,ADA,EUR,Hour,912.88,2021-01-08T03:00:00Z
crypto_price,ADA,EUR,Hour,936.64,2021-01-08T04:00:00Z
crypto_price,ADA,EUR,Hour,951.31,2021-01-08T05:00:00Z
crypto_price,ADA,EUR,Hour,939.6,2021-01-08T06:00:00Z
crypto_price,ADA,EUR,Hour,958.86,2021-01-08T07:00:00Z
crypto_price,ADA,EUR,Hour,990.0,2021-01-08T08:00:00Z
crypto_price,ADA,EUR,Hour,988.0,2021-01-08T09:00:00Z
crypto_price,ADA,EUR,Hour,999.55,2021-01-08T10:00:00Z
crypto_price,ADA,EUR,Hour,1024.15,2021-01-08T11:00:00Z
crypto_price,ADA,EUR,Hour,1026.89,2021-01-08T12:00:00Z
crypto_price,ADA,EUR,Hour,1024.88,2021-01-08T13:00:00Z
crypto_price,ADA,EUR,Hour,1025.6,2021-01-08T14:00:00Z
crypto_price,ADA,EUR,Hour,1029.0,2021-01-08T15:00:00Z
crypto_price,ADA,EUR,Hour,1005.0,2021-01-08T16:00:00Z
crypto_price,ADA,EUR,Hour,1006.71,2021-01-08T17:00:00Z
crypto_price,ADA,EUR,Hour,1000.77,2021-01-08T18:00:00Z
crypto_price,ADA,EUR,Hour,979.33,2021-01-08T19:00:00Z
crypto_price,ADA,EUR,Hour,971.93,2021-01-08T20:00:00Z
crypto_price,ADA,EUR,Hour,938.27,2021-01-08T21:00:00Z
crypto_price,ADA,EUR,Hour,977.0,2021-01-08T22:00:00Z
crypto_price,ADA,EUR,Hour,991.76,2021-01-08T23:00:00Z
crypto_price,ADA,EUR,Hour,998.66,2021-01-09T00:00:00Z
crypto_price,ADA,EUR,Hour,975.05,2021-01-09T01:00:00Z
crypto_price,ADA,EUR,Hour,975.94,2021-01-09T02:00:00Z
crypto_price,ADA,EUR,Hour,977.01,2021-01-09T03:00:00Z
crypto_price,ADA,EUR,Hour,999.24,2021-01-09T04:00:00Z
crypto_price,ADA,EUR,Hour,993.47,2021-01-09T05:00:00Z
crypto_price,ADA,EUR,Hour,968.33,2021-01-09T06:00:00Z
crypto_price,ADA,EUR,Hour,965.93,2021-01-09T07:00:00Z
crypto_price,ADA,EUR,Hour,978.51,2021-01-09T08:00:00Z
crypto_price,ADA,EUR,Hour,991.4,2021-01-09T09:00:00Z
crypto_price,ADA,EUR,Hour,993.79,2021-01-09T10:00:00Z
crypto_price,ADA,EUR,Hour,996.6,2021-01-09T11:00:00Z
crypto_price,ADA,EUR,Hour,998.72,2021-01-09T12:00:00Z
crypto_price,ADA,EUR,Hour,997.5,2021-01-09T13:00:00Z
crypto_price,ADA,EUR,Hour,996.6,2021-01-09T14:00:00Z
crypto_price,ADA,EUR,Hour,1001.99,2021-01-09T15:00:00Z
crypto_price,ADA,EUR,Hour,1001.19,2021-01-09T16:00:00Z
crypto_price,ADA,EUR,Hour,983.74,2021-01-09T17:00:00Z
crypto_price,ADA,EUR,Hour,998.34,2021-01-09T18:00:00Z
crypto_price,ADA,EUR,Hour,998.07,2021-01-09T19:00:00Z
crypto_price,ADA,EUR,Hour,1001.25,2021-01-09T20:00:00Z
crypto_price,ADA,EUR,Hour,1032.0,2021-01-09T21:00:00Z
crypto_price,ADA,EUR,Hour,1044.98,2021-01-09T22:00:00Z
crypto_price,ADA,EUR,Hour,1037.89,2021-01-09T23:00:00Z
crypto_price,ADA,EUR,Hour,1029.16,2021-01-10T00:00:00Z
crypto_price,ADA,EUR,Hour,1036.5,2021-01-10T01:00:00Z
crypto_price,ADA,EUR,Hour,1052.37,2021-01-10T02:00:00Z
crypto_price,ADA,EUR,Hour,1066.64,2021-01-10T03:00:00Z
crypto_price,ADA,EUR,Hour,1051.1,2021-01-10T04:00:00Z
crypto_price,ADA,EUR,Hour,1055.47,2021-01-10T05:00:00Z
crypto_price,ADA,EUR,Hour,1051.35,2021-01-10T06:00:00Z
crypto_price,ADA,EUR,Hour,1058.52,2021-01-10T07:00:00Z
crypto_price,ADA,EUR,Hour,1079.99,2021-01-10T08:00:00Z
crypto_price,ADA,EUR,Hour,1068.1,2021-01-10T09:00:00Z
crypto_price,ADA,EUR,Hour,1073.01,2021-01-10T10:00:00Z
crypto_price,ADA,EUR,Hour,1065.56,2021-01-10T11:00:00Z
crypto_price,ADA,EUR,Hour,1031.16,2021-01-10T12:00:00Z
crypto_price,ADA,EUR,Hour,1045.81,2021-01-10T13:00:00Z
crypto_price,ADA,EUR,Hour,1060.9,2021-01-10T14:00:00Z
crypto_price,ADA,EUR,Hour,1054.99,2021-01-10T15:00:00Z
crypto_price,ADA,EUR,Hour,1054.24,2021-01-10T16:00:00Z
crypto_price,ADA,EUR,Hour,1055.0,2021-01-10T17:00:00Z
crypto_price,ADA,EUR,Hour,1059.66,2021-01-10T18:00:00Z
crypto_price,ADA,EUR,Hour,1032.15,2021-01-10T19:00:00Z
crypto_price,ADA,EUR,Hour,1027.28,2021-01-10T20:00:00Z
crypto_price,ADA,EUR,Hour,1018.56,2021-01-10T21:00:00Z
crypto_price,ADA,EUR,Hour,1026.99,2021-01-10T22:00:00Z
crypto_price,ADA,EUR,Hour,1027.88,2021-01-10T23:00:00Z
crypto_price,ADA,EUR,Hour,1019.17,2021-01-11T00:00:00Z
crypto_price,ADA,EUR,Hour,985.61,2021-01-11T01:00:00Z
crypto_price,ADA,EUR,Hour,979.44,2021-01-11T02:00:00Z
crypto_price,ADA,EUR,Hour,964.28,2021-01-11T03:00:00Z
crypto_price,ADA,EUR,Hour,909.06,2021-01-11T04:00:00Z
crypto_price,ADA,EUR,Hour,912.55,2021-01-11T05:00:00Z
crypto_price,ADA,EUR,Hour,892.65,2021-01-11T06:00:00Z
crypto_price,ADA,EUR,Hour,820.68,2021-01-11T07:00:00Z
crypto_price,ADA,EUR,Hour,877.87,2021-01-11T08:00:00Z
crypto_price,ADA,EUR,Hour,916.6,2021-01-11T09:00:00Z
crypto_price,ADA,EUR,Hour,933.76,2021-01-11T10:00:00Z
crypto_price,ADA,EUR,Hour,920.23,2021-01-11T11:00:00Z
crypto_price,ADA,EUR,Hour,879.98,2021-01-11T12:00:00Z
crypto_price,ADA,EUR,Hour,880.87,2021-01-11T13:00:00Z
crypto_price,ADA,EUR,Hour,857.33,2021-01-11T14:00:00Z
crypto_price,ADA,EUR,Hour,858.99,2021-01-11T15:00:00Z
crypto_price,ADA,EUR,Hour,806.88,2021-01-11T16:00:00Z
crypto_price,ADA,EUR,Hour,790.0,2021-01-11T17:00:00Z
crypto_price,ADA,EUR,Hour,828.12,2021-01-11T18:00:00Z
crypto_price,ADA,EUR,Hour,824.04,2021-01-11T19:00:00Z
crypto_price,ADA,EUR,Hour,810.96,2021-01-11T20:00:00Z
crypto_price,ADA,EUR,Hour,841.0,2021-01-11T21:00:00Z
crypto_price,ADA,EUR,Hour,855.28,2021-01-11T22:00:00Z
crypto_price,ADA,EUR,Hour,875.84,2021-01-11T23:00:00Z
crypto_price,ADA,EUR,Hour,898.57,2021-01-12T00:00:00Z
crypto_price,ADA,EUR,Hour,879.59,2021-01-12T01:00:00Z
crypto_price,ADA,EUR,Hour,870.38,2021-01-12T02:00:00Z
crypto_price,ADA,EUR,Hour,884.51,2021-01-12T03:00:00Z
crypto_price,ADA,EUR,Hour,895.27,2021-01-12T04:00:00Z
crypto_price,ADA,EUR,Hour,905.24,2021-01-12T05:00:00Z
crypto_price,ADA,EUR,Hour,931.99,2021-01-12T06:00:00Z
crypto_price,ADA,EUR,Hour,944.0,2021-01-12T07:00:00Z
crypto_price,ADA,EUR,Hour,943.08,2021-01-12T08:00:00Z
crypto_price,ADA,EUR,Hour,925.91,2021-01-12T09:00:00Z
crypto_price,ADA,EUR,Hour,921.39,2021-01-12T10:00:00Z
crypto_price,ADA,EUR,Hour,899.0,2021-01-12T11:00:00Z
crypto_price,ADA,EUR,Hour,907.93,2021-01-12T12:00:00Z
crypto_price,ADA,EUR,Hour,901.17,2021-01-12T13:00:00Z
crypto_price,ADA,EUR,Hour,855.94,2021-01-12T14:00:00Z
crypto_price,ADA,EUR,Hour,860.0,2021-01-12T15:00:00Z
crypto_price,ADA,EUR,Hour,873.68,2021-01-12T16:00:00Z
crypto_price,ADA,EUR,Hour,913.46,2021-01-12T17:00:00Z
crypto_price,ADA,EUR,Hour,919.0,2021-01-12T18:00:00Z
crypto_price,ADA,EUR,Hour,907.0,2021-01-12T19:00:00Z
crypto_price,ADA,EUR,Hour,889.05,2021-01-12T20:00:00Z
crypto_price,ADA,EUR,Hour,887.47,2021-01-12T21:00:00Z
crypto_price,ADA,EUR,Hour,884.29,2021-01-12T22:00:00Z
crypto_price,ADA,EUR,Hour,864.85,2021-01-12T23:00:00Z
crypto_price,ADA,EUR,Hour,861.88,2021-01-13T00:00:00Z
crypto_price,ADA,EUR,Hour,820.0,2021-01-13T01:00:00Z
crypto_price,ADA,EUR,Hour,849.41,2021-01-13T02:00:00Z
crypto_price,ADA,EUR,Hour,849.27,2021-01-13T03:00:00Z
crypto_price,ADA,EUR,Hour,859.26,2021-01-13T04:00:00Z
crypto_price,ADA,EUR,Hour,845.38,2021-01-13T05:00:00Z
crypto_price,ADA,EUR,Hour,851.18,2021-01-13T06:00:00Z
crypto_price,ADA,EUR,Hour,857.51,2021-01-13T07:00:00Z
crypto_price,ADA,EUR,Hour,882.57,2021-01-13T08:00:00Z
crypto_price,ADA,EUR,Hour,870.53,2021-01-13T09:00:00Z
crypto_price,ADA,EUR,Hour,876.87,2021-01-13T10:00:00Z
crypto_price,ADA,EUR,Hour,888.91,2021-01-13T11:00:00Z
crypto_price,ADA,EUR,Hour,876.91,2021-01-13T12:00:00Z
crypto_price,ADA,EUR,Hour,871.07,2021-01-13T13:00:00Z
crypto_price,ADA,EUR,Hour,879.16,2021-01-13T14:00:00Z
crypto_price,ADA,EUR,Hour,872.34,2021-01-13T15:00:00Z
crypto_price,ADA,EUR,Hour,885.65,2021-01-13T16:00:00Z
crypto_price,ADA,EUR,Hour,883.03,2021-01-13T17:00:00Z
crypto_price,ADA,EUR,Hour,886.0,2021-01-13T18:00:00Z
crypto_price,ADA,EUR,Hour,909.36,2021-01-13T19:00:00Z
crypto_price,ADA,EUR,Hour,912.12,2021-01-13T20:00:00Z
crypto_price,ADA,EUR,Hour,914.7,2021-01-13T21:00:00Z
crypto_price,ADA,EUR,Hour,930.63,2021-01-13T22:00:00Z
crypto_price,ADA,EUR,Hour,925.0,2021-01-13T23:00:00Z
crypto_price,ADA,EUR,Hour,932.82,2021-01-14T00:00:00Z
crypto_price,ADA,EUR,Hour,933.92,2021-01-14T01:00:00Z
crypto_price,ADA,EUR,Hour,919.1,2021-01-14T02:00:00Z
crypto_price,ADA,EUR,Hour,919.26,2021-01-14T03:00:00Z
crypto_price,ADA,EUR,Hour,906.62,2021-01-14T04:00:00Z
crypto_price,ADA,EUR,Hour,915.6,2021-01-14T05:00:00Z
crypto_price,ADA,EUR,Hour,915.34,2021-01-14T06:00:00Z
crypto_price,ADA,EUR,Hour,925.77,2021-01-14T07:00:00Z
crypto_price,ADA,EUR,Hour,949.41,2021-01-14T08:00:00Z
crypto_price,ADA,EUR,Hour,954.71,2021-01-14T09:00:00Z
crypto_price,ADA,EUR,Hour,946.18,2021-01-14T10:00:00Z
crypto_price,ADA,EUR,Hour,962.02,2021-01-14T11:00:00Z
crypto_price,ADA,EUR,Hour,962.0,2021-01-14T12:00:00Z
crypto_price,ADA,EUR,Hour,963.96,2021-01-14T13:00:00Z
crypto_price,ADA,EUR,Hour,988.28,2021-01-14T14:00:00Z
crypto_price,ADA,EUR,Hour,998.69,2021-01-14T15:00:00Z
crypto_price,ADA,EUR,Hour,1003.7,2021-01-14T16:00:00Z
crypto_price,ADA,EUR,Hour,1012.17,2021-01-14T17:00:00Z
crypto_price,ADA,EUR,Hour,1004.59,2021-01-14T18:00:00Z
crypto_price,ADA,EUR,Hour,999.49,2021-01-14T19:00:00Z
crypto_price,ADA,EUR,Hour,1014.29,2021-01-14T20:00:00Z
crypto_price,ADA,EUR,Hour,994.36,2021-01-14T21:00:00Z
crypto_price,ADA,EUR,Hour,976.0,2021-01-14T22:00:00Z
crypto_price,ADA,EUR,Hour,986.48,2021-01-14T23:00:00Z
crypto_price,ADA,EUR,Hour,1018.0,2021-01-15T00:00:00Z
crypto_price,ADA,EUR,Hour,1017.9,2021-01-15T01:00:00Z
crypto_price,ADA,EUR,Hour,1011.43,2021-01-15T02:00:00Z
crypto_price,ADA,EUR,Hour,1018.52,2021-01-15T03:00:00Z
crypto_price,ADA,EUR,Hour,1001.85,2021-01-15T04:00:00Z
crypto_price,ADA,EUR,Hour,996.23,2021-01-15T05:00:00Z
crypto_price,ADA,EUR,Hour,977.35,2021-01-15T06:00:00Z
crypto_price,ADA,EUR,Hour,990.08,2021-01-15T07:00:00Z
crypto_price,ADA,EUR,Hour,1025.0,2021-01-15T08:00:00Z
crypto_price,ADA,EUR,Hour,1005.65,2021-01-15T09:00:00Z
crypto_price,ADA,EUR,Hour,1016.45,2021-01-15T10:00:00Z
crypto_price,ADA,EUR,Hour,1020.0,2021-01-15T11:00:00Z
crypto_price,ADA,EUR,Hour,1015.0,2021-01-15T12:00:00Z
crypto_price,ADA,EUR,Hour,1010.11,2021-01-15T13:00:00Z
crypto_price,ADA,EUR,Hour,1008.63,2021-01-15T14:00:00Z
crypto_price,ADA,EUR,Hour,987.68,2021-01-15T15:00:00Z
crypto_price,ADA,EUR,Hour,941.32,2021-01-15T16:00:00Z
crypto_price,ADA,EUR,Hour,966.6,2021-01-15T17:00:00Z
crypto_price,ADA,EUR,Hour,959.92,2021-01-15T18:00:00Z
crypto_price,ADA,EUR,Hour,949.72,2021-01-15T19:00:00Z
crypto_price,ADA,EUR,Hour,940.64,2021-01-15T20:00:00Z
crypto_price,ADA,EUR,Hour,941.0,2021-01-15T21:00:00Z
crypto_price,ADA,EUR,Hour,963.61,2021-01-15T22:00:00Z
crypto_price,ADA,EUR,Hour,966.91,2021-01-15T23:00:00Z
crypto_price,ADA,EUR,Hour,972.49,2021-01-16T00:00:00Z
crypto_price,ADA,EUR,Hour,988.47,2021-01-16T01:00:00Z
crypto_price,ADA,EUR,Hour,979.72,2021-01-16T02:00:00Z
crypto_price,ADA,EUR,Hour,966.36,2021-01-16T03:00:00Z
crypto_price,ADA,EUR,Hour,981.07,2021-01-16T04:00:00Z
crypto_price,ADA,EUR,Hour,981.03,2021-01-16T05:00:00Z
crypto_price,ADA,EUR,Hour,968.28,2021-01-16T06:00:00Z
crypto_price,ADA,EUR,Hour,975.56,2021-01-16T07:00:00Z
crypto_price,ADA,EUR,Hour,983.01,2021-01-16T08:00:00Z
crypto_price,ADA,EUR,Hour,1006.87,2021-01-16T09:00:00Z
crypto_price,ADA,EUR,Hour,1010.44,2021-01-16T10:00:00Z
crypto_price,ADA,EUR,Hour,1007.66,2021-01-16T11:00:00Z
crypto_price,ADA,EUR,Hour,1012.0,2021-01-16T12:00:00Z
crypto_price,ADA,EUR,Hour,1010.5,2021-01-16T13:00:00Z
crypto_price,ADA,EUR,Hour,1023.92,2021-01-16T14:00:00Z
crypto_price,ADA,EUR,Hour,1028.27,2021-01-16T15:00:00Z
crypto_price,ADA,EUR,Hour,1060.0,2021-01-16T16:00:00Z
crypto_price,ADA,EUR,Hour,1047.85,2021-01-16T17:00:00Z
crypto_price,ADA,EUR,Hour,1040.8,2021-01-16T18:00:00Z
crypto_price,ADA,EUR,Hour,1026.49,2021-01-16T19:00:00Z
crypto_price,ADA,EUR,Hour,1037.62,2021-01-16T20:00:00Z
crypto_price,ADA,EUR,Hour,1055.29,2021-01-16T21:00:00Z
crypto_price,ADA,EUR,Hour,1023.88,2021-01-16T22:00:00Z
crypto_price,ADA,EUR,Hour,1023.51,2021-01-16T23:00:00Z
crypto_price,ADA,EUR,Hour,1018.12,2021-01-17T00:00:00Z
crypto_price,ADA,EUR,Hour,1024.08,2021-01-17T01:00:00Z
crypto_price,ADA,EUR,Hour,1035.5,2021-01-17T02:00:00Z
crypto_price,ADA,EUR,Hour,1031.02,2021-01-17T03:00:00Z
crypto_price,ADA,EUR,Hour,1027.65,2021-01-17T04:00:00Z
crypto_price,ADA,EUR,Hour,1015.25,2021-01-17T05:00:00Z
crypto_price,ADA,EUR,Hour,1006.78,2021-01-17T06:00:00Z
crypto_price,ADA,EUR,Hour,1006.22,2021-01-17T07:00:00Z
crypto_price,ADA,EUR,Hour,981.31,2021-01-17T08:00:00Z
crypto_price,ADA,EUR,Hour,993.43,2021-01-17T09:00:00Z
crypto_price,ADA,EUR,Hour,979.03,2021-01-17T10:00:00Z
crypto_price,ADA,EUR,Hour,997.96,2021-01-17T11:00:00Z
crypto_price,ADA,EUR,Hour,1016.42,2021-01-17T12:00:00Z
crypto_price,ADA,EUR,Hour,1007.99,2021-01-17T13:00:00Z
crypto_price,ADA,EUR,Hour,997.85,2021-01-17T14:00:00Z
crypto_price,ADA,EUR,Hour,997.49,2021-01-17T15:00:00Z
crypto_price,ADA,EUR,Hour,1028.8,2021-01-17T16:00:00Z
crypto_price,ADA,EUR,Hour,1027.95,2021-01-17T17:00:00Z
crypto_price,ADA,EUR,Hour,1021.97,2021-01-17T18:00:00Z
crypto_price,ADA,EUR,Hour,1022.53,2021-01-17T19:00:00Z
crypto_price,ADA,EUR,Hour,1012.44,2021-01-17T20:00:00Z
crypto_price,ADA,EUR,Hour,1026.43,2021-01-17T21:00:00Z
crypto_price,ADA,EUR,Hour,1043.96,2021-01-17T22:00:00Z
crypto_price,ADA,EUR,Hour,1034.73,2021-01-17T23:00:00Z
crypto_price,ADA,EUR,Hour,1023.4,2021-01-18T00:00:00Z
crypto_price,ADA,EUR,Hour,1029.91,2021-01-18T01:00:00Z
crypto_price,ADA,EUR,Hour,1026.36,2021-01-18T02:00:00Z
crypto_price,ADA,EUR,Hour,1012.35,2021-01-18T03:00:00Z
crypto_price,ADA,EUR,Hour,993.0,2021-01-18T04:00:00Z
crypto_price,ADA,EUR,Hour,999.46,2021-01-18T05:00:00Z
crypto_price,ADA,EUR,Hour,1003.07,2021-01-18T06:00:00Z
crypto_price,ADA,EUR,Hour,994.58,2021-01-18T07:00:00Z
crypto_price,ADA,EUR,Hour,1013.04,2021-01-18T08:00:00Z
crypto_price,ADA,EUR,Hour,1016.2,2021-01-18T09:00:00Z
crypto_price,ADA,EUR,Hour,1021.33,2021-01-18T10:00:00Z
crypto_price,ADA,EUR,Hour,1016.67,2021-01-18T11:00:00Z
crypto_price,ADA,EUR,Hour,1016.81,2021-01-18T12:00:00Z
crypto_price,ADA,EUR,Hour,1035.0,2021-01-18T13:00:00Z
crypto_price,ADA,EUR,Hour,1034.85,2021-01-18T14:00:00Z
crypto_price,ADA,EUR,Hour,1027.58,2021-01-18T15:00:00Z
crypto_price,ADA,EUR,Hour,1033.66,2021-01-18T16:00:00Z
crypto_price,ADA,EUR,Hour,1024.4,2021-01-18T17:00:00Z
crypto_price,ADA,EUR,Hour,1013.54,2021-01-18T18:00:00Z
crypto_price,ADA,EUR,Hour,1012.98,2021-01-18T19:00:00Z
crypto_price,ADA,EUR,Hour,1021.92,2021-01-18T20:00:00Z
crypto_price,ADA,EUR,Hour,1020.85,2021-01-18T21:00:00Z
crypto_price,ADA,EUR,Hour,1025.24,2021-01-18T22:00:00Z
crypto_price,ADA,EUR,Hour,1030.23,2021-01-18T23:00:00Z
crypto_price,ADA,EUR,Hour,1049.15,2021-01-19T00:00:00Z
crypto_price,ADA,EUR,Hour,1046.0,2021-01-19T01:00:00Z
crypto_price,ADA,EUR,Hour,1092.73,2021-01-19T02:00:00Z
crypto_price,ADA,EUR,Hour,1111.64,2021-01-19T03:00:00Z
crypto_price,ADA,EUR,Hour,1095.39,2021-01-19T04:00:00Z
crypto_price,ADA,EUR,Hour,1082.52,2021-01-19T05:00:00Z
crypto_price,ADA,EUR,Hour,1094.27,2021-01-19T06:00:00Z
crypto_price,ADA,EUR,Hour,1103.73,2021-01-19T07:00:00Z
crypto_price,ADA,EUR,Hour,1144.8,2021-01-19T08:00:00Z
